0,1,2,3,4,5,6,7
876.0,4.0,1.3634124,0.0,4.9324268,1.5010067,0.0,-0.16154612
876.0,3.0,8.9453791,0.0,6.7963376,-1.1819848,0.0,0.023373784
876.0,2.0,6.7341728,0.0,6.6414608,-1.0305888,0.0,0.11175418
876.0,6.0,9.4390143,0.0,6.003333,-1.3620495,0.0,0.16928816
882.0,5.0,1.8034784,0.0,4.1086435,1.5534479,0.0,-0.09140845
882.0,4.0,1.9593868,0.0,4.868285,1.5440951,0.0,-0.10567795
882.0,3.0,8.4108856,0.0,6.8698696,-1.245936,0.0,0.076746138
882.0,2.0,6.3426199,0.0,6.7058853,-0.92838126,0.0,0.1586235
882.0,6.0,8.9085378,0.0,6.0303873,-1.286463,0.0,0.014594006
888.0,5.0,2.446643,0.0,4.0942979,1.6515158,0.0,-0.092250329
888.0,4.0,2.5986885,0.0,4.8478845,1.5816946,0.0,-0.10557989
888.0,3.0,7.9486303,0.0,6.8577346,-1.2192483,0.0,-0.078575408
888.0,2.0,5.9914678,0.0,6.7683596,-0.93156295,0.0,0.26537597
888.0,6.0,8.4098439,0.0,6.0150082,-1.3030561,0.0,0.066455923
894.0,5.0,3.124691,0.0,4.0348432,1.5658666,0.0,-0.089933149
894.0,4.0,3.2247425,0.0,4.7838211,1.4975279,0.0,-0.10249089
894.0,3.0,7.435487,0.0,6.8070093,-1.2323549,0.0,-0.027665016
894.0,2.0,5.5973695,0.0,6.9181861,-0.94000054,0.0,0.26733507
894.0,6.0,7.8660929,0.0,6.0835521,-1.2622076,0.0,0.1670968
900.0,5.0,3.6993363,0.0,4.0223514,1.4881992,0.0,0.022220011
900.0,4.0,3.7967108,0.0,4.7658918,1.6486539,0.0,-0.10587078
900.0,3.0,6.9627463,0.0,6.8356025,-1.0711806,0.0,0.22093364
900.0,2.0,5.2394674,0.0,6.9822277,-0.72783342,0.0,0.15030687
900.0,6.0,7.4000778,0.0,6.1486856,-1.2866845,0.0,0.065620968
906.0,5.0,4.3152504,0.0,4.0526193,1.5816301,0.0,0.019729264
906.0,4.0,4.5436656,0.0,4.6991244,1.7391407,0.0,-0.10825292
906.0,3.0,6.5785424,0.0,6.9837562,-1.029491,0.0,0.21932902
906.0,2.0,5.0151027,0.0,7.0384316,-0.55234379,0.0,0.30001738
906.0,6.0,6.8367453,0.0,6.1360488,-1.3060122,0.0,0.014898196
912.0,5.0,4.9646403,0.0,4.0381348,1.556571,0.0,0.018957137
912.0,4.0,5.1880234,0.0,4.6792894,1.5445326,0.0,0.0057749343
912.0,3.0,6.1391536,0.0,7.0110658,-1.0459368,0.0,0.11761257
912.0,2.0,4.7975924,0.0,7.2222416,-0.58882379,0.0,0.67679139
912.0,6.0,6.355268,0.0,6.1606042,-1.2083828,0.0,0.11440518
918.0,5.0,5.5605072,0.0,4.067785,1.4748745,0.0,0.020366006
918.0,4.0,5.7792917,0.0,4.7037444,1.4635802,0.0,0.0078582009
918.0,3.0,5.741793,0.0,7.0778462,-0.94217068,0.0,0.16424943
918.0,2.0,4.5440437,0.0,7.5798647,-0.43214143,0.0,0.45489329
918.0,6.0,5.8700391,0.0,6.227573,-1.230569,0.0,0.0096193656
924.0,5.0,6.14454,0.0,4.0544276,1.503768,0.0,-0.034392475
924.0,4.0,6.3588875,0.0,4.685576,1.4924019,0.0,-0.04678187
924.0,3.0,5.385417,0.0,7.1424653,-0.85148097,0.0,-0.05277212
924.0,2.0,4.4518792,0.0,7.5861562,-0.4291101,0.0,-0.34577969
924.0,6.0,5.3708128,0.0,6.1682997,-1.1422307,0.0,-0.15485223
930.0,5.0,6.7635216,0.0,4.040271,1.5970782,0.0,0.12046948
930.0,4.0,6.9732132,0.0,4.6663189,1.7026138,0.0,0.30991853
930.0,3.0,5.0606082,0.0,7.0356285,-0.64067864,0.0,-0.22557352
930.0,2.0,4.2007556,0.0,7.3032409,-0.52900033,0.0,-0.071223762
930.0,6.0,4.9562546,0.0,6.1036912,-1.1511256,0.0,-0.049543226
930.0,7.0,12.091963,0.0,5.8680325,-1.9839682,0.0,0.3950164
936.0,5.0,7.4222025,0.0,4.1508032,1.5735006,0.0,0.17161658
936.0,4.0,7.7209786,0.0,4.9335108,1.677029,0.0,0.35922106
936.0,3.0,4.8728741,0.0,6.9620065,-0.57531967,0.0,-0.01798609
936.0,2.0,4.028679,0.0,7.5291772,-0.36877375,0.0,0.61509837
936.0,6.0,4.4499123,0.0,6.1286651,-1.3257917,0.0,0.17377314
936.0,7.0,11.298376,0.0,6.026039,-2.0166021,0.0,0.15240413
942.0,5.0,8.0223221,0.0,4.1775642,1.4880425,0.0,0.066356017
942.0,4.0,8.3148364,0.0,4.9536957,1.4725924,0.0,0.050052722
942.0,3.0,4.6003525,0.0,7.0212397,-0.5170592,0.0,0.031273835
942.0,2.0,3.9057366,0.0,7.7953196,-0.5646644,0.0,0.36164524
942.0,6.0,3.8956212,0.0,6.2427097,-1.2913469,0.0,0.063692091
942.0,7.0,10.478682,0.0,5.9899558,-1.9142218,0.0,0.10083474
948.0,5.0,8.6126365,0.0,4.203888,1.6173526,0.0,0.061243856
948.0,4.0,8.8990525,0.0,4.973553,1.5041003,0.0,0.14827264
948.0,3.0,4.4592268,0.0,6.9870255,-0.57889666,0.0,0.035336247
948.0,2.0,3.5769474,0.0,7.8184934,-0.81795206,0.0,0.16590314
948.0,6.0,3.4168347,0.0,6.1796188,-1.0128473,0.0,-0.0036618282
948.0,7.0,9.7669986,0.0,6.1067068,-1.9651109,0.0,-5.0493102e-06
948.0,8.0,-2.58775,0.0,-0.4150006,0.82873279,0.0,1.4810255
954.0,5.0,9.3162042,0.0,4.2265593,1.6437542,0.0,0.10924459
954.0,4.0,9.5181166,0.0,5.0723139,1.5318218,0.0,0.19474043
954.0,3.0,4.1372352,0.0,7.0495087,-0.87794211,0.0,-0.00093634585
954.0,2.0,3.251375,0.0,7.9280421,-0.94101191,0.0,0.2295701
954.0,6.0,3.0853434,0.0,6.2397802,-0.88485578,0.0,0.26367115
954.0,7.0,8.9065929,0.0,5.9899517,-2.0205197,0.0,-0.30319211
954.0,8.0,-2.2562569,0.0,0.1774096,1.1420349,0.0,1.1793539
960.0,5.0,9.9276398,0.0,4.2912837,1.4186324,0.0,0.21324545
960.0,4.0,10.12451,0.0,5.1293453,1.4069528,0.0,0.1949018
960.0,3.0,3.7568731,0.0,6.9862765,-0.89273169,0.0,-0.10831756
960.0,2.0,2.8241379,0.0,8.0021495,-1.1385968,0.0,0.136249
960.0,6.0,2.7089501,0.0,6.3905557,-0.90010956,0.0,0.15539347
960.0,7.0,8.1505828,0.0,5.8641531,-1.9025774,0.0,-0.16288779
960.0,8.0,-1.674122,0.0,0.52848254,1.0897829,0.0,0.68558783
966.0,5.0,10.45111,0.0,4.3971557,1.3493609,0.0,0.31073159
966.0,4.0,10.643679,0.0,5.2282353,1.3383094,0.0,0.29244692
966.0,3.0,3.4230498,0.0,6.9628546,-0.84589547,0.0,-0.16747907
966.0,2.0,2.3404976,0.0,8.0370413,-1.2248267,0.0,-0.021809593
966.0,6.0,2.3652557,0.0,6.364095,-0.87130473,0.0,-0.17705343
966.0,7.0,7.384531,0.0,5.8596415,-1.9385794,0.0,-0.063632662
966.0,8.0,-1.3844306,0.0,0.72587986,1.2067886,0.0,0.67719592
972.0,5.0,11.007129,0.0,4.539869,1.4096765,0.0,-0.090286981
972.0,4.0,11.195157,0.0,5.3633029,1.4130301,0.0,0.28403268
972.0,3.0,3.0801567,0.0,6.8522932,-0.77372349,0.0,0.10065086
972.0,2.0,1.8442766,0.0,7.9847018,-1.1282748,0.0,-0.19554623
972.0,6.0,2.0119063,0.0,6.248913,-0.88348602,0.0,-0.23375335
972.0,7.0,6.5997193,0.0,5.813247,-1.8780479,0.0,-0.2278922
972.0,8.0,-0.70869114,0.0,1.0702393,1.2828801,0.0,0.90747299
978.0,5.0,11.578851,0.0,4.3249261,1.3383086,0.0,-0.13972142
978.0,4.0,11.774103,0.0,5.4554614,1.2930193,0.0,0.18659007
978.0,3.0,2.804071,0.0,7.0433753,-1.0536948,0.0,0.55665636
978.0,2.0,1.4378777,0.0,7.8806043,-1.0932697,0.0,-0.36843279
978.0,6.0,1.6584669,0.0,6.1770923,-0.94630373,0.0,-0.1215437
978.0,7.0,5.8820927,0.0,5.6773277,-1.8627203,0.0,-0.23411601
978.0,8.0,-0.35812648,0.0,1.4518583,1.2410569,0.0,0.66040555
984.0,5.0,12.077775,0.0,4.4280918,1.24731,0.0,0.25791434
984.0,4.0,12.229573,0.0,5.5125749,1.1386749,0.0,0.1427837
984.0,3.0,2.2372009,0.0,7.2976183,-1.2782753,0.0,0.13201623
984.0,2.0,0.96966081,0.0,7.6899556,-1.12334,0.0,-0.59563151
984.0,6.0,1.2548633,0.0,6.151678,-0.95080771,0.0,-0.066855112
984.0,7.0,5.109543,0.0,5.6259542,-1.9623919,0.0,-0.29167864
984.0,8.0,0.28415438,0.0,1.5985637,1.4730302,0.0,0.47844563
990.0,3.0,1.7814508,0.0,7.1489883,-1.1465513,0.0,-0.37391528
990.0,2.0,0.53920574,0.0,7.4040991,-1.078292,0.0,-0.66278431
990.0,6.0,0.89782076,0.0,6.1236082,-0.96975991,0.0,-0.18045707
990.0,7.0,4.3121792,0.0,5.4439848,-1.9451302,0.0,-0.29854265
990.0,8.0,0.82029767,0.0,1.8346148,1.1950278,0.0,0.47062977
996.0,3.0,1.3199598,0.0,6.9984861,-1.1522536,0.0,-0.26684211
996.0,2.0,0.10702721,0.0,7.1597281,-1.0776537,0.0,-0.50126396
996.0,6.0,0.4790554,0.0,6.0073123,-0.5234567,0.0,-0.14536987
996.0,7.0,3.5534388,0.0,5.3871201,-1.8673146,0.0,-0.31123841
996.0,8.0,1.2401766,0.0,1.9750675,1.1779801,0.0,0.46352079
1002.0,3.0,0.85964785,0.0,6.9355146,-1.3458059,0.0,-0.091259523
1002.0,2.0,-0.32291725,0.0,7.003088,-0.98305158,0.0,-0.80044352
1002.0,6.0,0.4790554,0.0,6.0073123,-0.84501286,0.0,-0.018808399
1002.0,7.0,2.8183275,0.0,5.1949941,-1.8482936,0.0,-0.37376994
1002.0,8.0,1.7626818,0.0,2.2054314,1.5439512,0.0,0.5715133
1008.0,3.0,0.24331514,0.0,6.9254785,-1.4271254,0.0,-0.089296663
1008.0,2.0,-0.67941405,0.0,6.5193733,-1.0049375,0.0,-0.92242111
1008.0,6.0,-0.19695489,0.0,5.9922656,-1.1862991,0.0,-0.17568656
1008.0,7.0,2.074804,0.0,5.0881041,-1.8100823,0.0,-0.21572935
1008.0,8.0,2.4753376,0.0,2.4322782,1.4576017,0.0,0.50699862
1014.0,3.0,-0.28205243,0.0,6.8640773,-1.2048552,0.0,-0.33290252
1014.0,2.0,-1.1268673,0.0,6.2651511,-1.0531813,0.0,-0.58461509
1014.0,6.0,-0.46998389,0.0,5.8667631,-0.6948076,0.0,-0.42987042
1014.0,7.0,1.3702617,0.0,5.0224106,-1.7180749,0.0,-0.22455288
1014.0,8.0,2.9287631,0.0,2.6110303,1.4896626,0.0,0.4974109
1020.0,3.0,-0.72056898,0.0,6.6591565,-1.0962914,0.0,-0.51230205
1020.0,2.0,-1.5219591,0.0,6.0516812,-0.98772962,0.0,-0.5336746
1020.0,6.0,-0.75280097,0.0,5.6483693,-0.70704269,0.0,-0.54598452
1020.0,7.0,0.70034403,0.0,4.9084618,-1.6747941,0.0,-0.28487197
1020.0,8.0,3.6670676,0.0,2.8302069,1.4461609,0.0,0.10522019
1026.0,8.0,4.0856918,0.0,2.6952064,1.2302213,0.0,-0.11731475
1032.0,8.0,4.6512446,0.0,2.7363551,1.4739922,0.0,0.31874061
1038.0,8.0,5.2648856,0.0,2.9501989,1.5209898,0.0,0.53004003
1044.0,8.0,5.8680364,0.0,3.1603871,1.5414072,0.0,0.36065868
1050.0,9.0,12.833921,0.0,4.6758421,0.0,0.0,0.0
1050.0,10.0,12.780647,0.0,5.2948741,0.0,0.0,0.0
1050.0,8.0,6.4980113,0.0,3.2387259,1.4153535,0.0,0.51312939
1050.0,12.0,12.093503,0.0,6.9491148,-1.0394897,0.0,-0.027555385
1050.0,11.0,12.514796,0.0,6.1926909,-1.9724311,0.0,0.013330086
1056.0,9.0,12.833921,0.0,4.6758421,0.0,0.0,0.0
1056.0,10.0,12.780647,0.0,5.2948741,0.0,0.0,0.0
1056.0,8.0,7.0003192,0.0,3.5708906,1.2860866,0.0,0.56146533
1056.0,12.0,11.677707,0.0,6.9380927,-1.0458953,0.0,-0.027725189
1056.0,11.0,11.725824,0.0,6.1980229,-1.3325718,0.0,-0.31593793
1062.0,9.0,12.833921,0.0,4.6758421,0.0,0.0,0.0
1062.0,10.0,12.780647,0.0,5.2948741,0.0,0.0,0.0
1062.0,8.0,7.5268806,0.0,3.6878981,1.3648793,0.0,0.39304816
1062.0,12.0,11.256787,0.0,6.9269347,-1.0588257,0.0,-0.028067956
1062.0,11.0,11.448739,0.0,5.9399405,-0.7790419,0.0,-0.30029411
1068.0,9.0,12.833921,0.0,4.6758421,0.0,0.0,0.0
1068.0,10.0,12.780647,0.0,5.2948741,0.0,0.0,0.0
1068.0,8.0,8.0922227,0.0,3.8853292,1.4487975,0.0,0.38550745
1068.0,12.0,10.830646,0.0,6.9156383,-1.0291499,0.0,-0.17912758
1068.0,11.0,11.10259,0.0,5.9577876,-0.96737443,0.0,0.049876902
1068.0,13.0,11.986127,0.0,6.0673492,-0.84799088,0.0,0.14297682
1074.0,9.0,12.833921,0.0,4.6758421,-0.001600822,0.0,-0.048231227
1074.0,10.0,12.780647,0.0,5.2948741,0.0,0.0,0.0
1074.0,8.0,8.6859187,0.0,3.9963041,1.4229407,0.0,0.32733324
1074.0,12.0,10.433467,0.0,6.7836326,-0.94506355,0.0,-0.23607151
1074.0,11.0,10.674839,0.0,5.9798421,-1.0200634,0.0,0.20159375
1074.0,13.0,11.64693,0.0,6.1245399,-0.80597406,0.0,0.09224969
1074.0,14.0,12.93785,0.0,6.702716,-0.98822193,0.0,0.73232641
1080.0,9.0,12.832641,0.0,4.6372571,-0.0032021055,0.0,-0.096476361
1080.0,10.0,12.780647,0.0,5.2948741,-0.0016084438,0.0,-0.048060593
1080.0,8.0,9.2305753,0.0,4.1471958,1.3003819,0.0,0.3756218
1080.0,12.0,10.074596,0.0,6.7267811,-0.95891155,0.0,-0.28925538
1080.0,11.0,10.28654,0.0,6.1190626,-0.72667562,0.0,0.33616417
1080.0,13.0,11.341348,0.0,6.1411489,-1.1845845,0.0,-0.62752011
1080.0,14.0,12.542562,0.0,6.9956466,-0.99481319,0.0,0.68809147
1086.0,9.0,12.83136,0.0,4.598661,-0.0032030289,0.0,-0.096504182
1086.0,10.0,12.77936,0.0,5.2564257,0.044495804,0.0,-0.050024554
1086.0,8.0,9.7262242,0.0,4.2968015,1.2755261,0.0,0.26950922
1086.0,12.0,9.6663374,0.0,6.5522283,-0.91860745,0.0,-0.29457085
1086.0,11.0,10.093499,0.0,6.2487734,-0.64494736,0.0,0.084336001
1086.0,13.0,10.699263,0.0,5.6225238,-1.3030895,0.0,-0.82425184
1086.0,15.0,12.853236,0.0,6.3647962,-0.92220063,0.0,0.054237687
1086.0,14.0,12.142,0.0,7.2531892,-0.87943618,0.0,0.25245147
1092.0,9.0,12.830078,0.0,4.5600538,0.044538337,0.0,-0.049757419
1092.0,10.0,12.816243,0.0,5.2548545,0.13816422,0.0,-0.0058855578
1092.0,8.0,10.250996,0.0,4.3628031,1.257115,0.0,0.26479031
1092.0,12.0,9.3397096,0.0,6.4911244,-0.82532308,0.0,-0.25418282
1092.0,11.0,9.7705818,0.0,6.1865314,-0.55884312,0.0,-0.16964392
1092.0,13.0,10.298876,0.0,5.4817475,-1.0550765,0.0,-0.30191757
1092.0,15.0,12.484356,0.0,6.3864913,-1.012246,0.0,0.30088713
1092.0,14.0,11.839013,0.0,7.1976078,-0.89257467,0.0,0.16030721
1098.0,9.0,12.86699,0.0,4.5588551,0.09064332,0.0,-0.051216578
1098.0,10.0,12.889891,0.0,5.2517172,0.18392245,0.0,-0.0078347795
1098.0,8.0,10.731916,0.0,4.5086338,1.1897568,0.0,0.26314847
1098.0,12.0,9.006079,0.0,6.3488821,-0.83341389,0.0,-0.25618057
1098.0,11.0,9.6464245,0.0,6.1130583,-0.56427908,0.0,-0.17098969
1098.0,13.0,9.8552016,0.0,5.3809898,-1.0658085,0.0,-0.25564945
1098.0,15.0,12.043439,0.0,6.6055059,-1.0648876,0.0,0.45093833
1098.0,14.0,11.42794,0.0,7.381435,-1.037196,0.0,0.36497435
1104.0,9.0,12.902593,0.0,4.5190805,0.089006476,0.0,-0.099436414
1104.0,10.0,12.963381,0.0,5.2485867,0.18372495,0.0,-0.0078263664
1104.0,8.0,11.202802,0.0,4.5733219,1.0754091,0.0,0.21287822
1104.0,12.0,8.6729785,0.0,6.28618,-0.9935938,0.0,-0.14917315
1104.0,11.0,9.3191585,0.0,6.0497397,-0.9762112,0.0,-0.1512894
1104.0,13.0,9.4462291,0.0,5.2772279,-1.0776539,0.0,-0.20821277
1104.0,16.0,11.741939,0.0,5.6130331,-1.3244019,0.0,0.45525532
1104.0,15.0,11.632446,0.0,6.7472419,-0.98906231,0.0,0.25598998
1104.0,14.0,11.009256,0.0,7.4895873,-1.0547993,0.0,0.22311202
1104.0,17.0,12.68357,0.0,6.795322,-1.3712214,0.0,0.66586511
1110.0,8.0,11.592244,0.0,4.6789364,0.97142476,0.0,0.36004334
1110.0,12.0,8.2112039,0.0,6.2295435,-1.1117869,0.0,-0.19658218
1110.0,11.0,8.8654555,0.0,5.9920267,-1.0921783,0.0,-0.19870612
1110.0,13.0,8.9930785,0.0,5.2144195,-1.0438591,0.0,-0.31529323
1110.0,16.0,11.212178,0.0,5.7951352,-1.1427134,0.0,0.35001605
1110.0,15.0,11.252189,0.0,6.8102979,-1.0042545,0.0,0.16160766
1110.0,14.0,10.584101,0.0,7.5599246,-0.83354823,0.0,-0.086494117
1110.0,17.0,12.135081,0.0,7.0616681,-1.2445575,0.0,0.51606384
1110.0,18.0,12.812695,0.0,6.2525013,-0.63561568,0.0,0.32408071
1116.0,8.0,11.979941,0.0,4.8613566,1.0532844,0.0,0.35279534
1116.0,12.0,7.7835489,0.0,6.1289142,-1.0758293,0.0,-0.25314787
1116.0,11.0,8.4454159,0.0,5.8907748,-1.2839357,0.0,-0.55322274
1116.0,13.0,8.6111419,0.0,5.0249933,-1.1079623,0.0,-0.26501483
1116.0,16.0,10.827768,0.0,5.8930459,-1.2710294,0.0,0.062689985
1116.0,15.0,10.829042,0.0,6.8765281,-1.2696624,0.0,-0.017888756
1116.0,14.0,10.342417,0.0,7.420392,-1.0976672,0.0,-0.16711066
1116.0,17.0,11.687924,0.0,7.2081731,-1.3708429,0.0,0.23990549
1116.0,18.0,12.558449,0.0,6.3821336,-1.2093782,0.0,0.11757462
1122.0,8.0,12.434871,0.0,4.9611726,1.0373655,0.0,0.25148965
1122.0,12.0,7.3505405,0.0,6.0270252,-1.1378613,0.0,-0.14971749
1122.0,11.0,7.8383069,0.0,5.5494485,-1.4048815,0.0,-0.50231766
1122.0,13.0,8.1067086,0.0,5.0024077,-1.1127042,0.0,-0.11435316
1122.0,16.0,10.195354,0.0,5.8452872,-1.3919036,0.0,-0.080178276
1122.0,15.0,10.23646,0.0,6.7959869,-1.3440789,0.0,-0.21232132
1122.0,14.0,9.7059669,0.0,7.4262361,-1.3563654,0.0,-0.10281265
1122.0,17.0,11.038407,0.0,7.2535925,-1.4347798,0.0,0.29664299
1122.0,20.0,12.677085,0.0,6.6047103,-0.99898795,0.0,0.63844962
1122.0,18.0,11.845193,0.0,6.346561,-1.4564274,0.0,0.13440483
1128.0,8.0,12.809834,0.0,5.0625483,0.93740697,0.0,0.25343916
1128.0,12.0,6.8732599,0.0,6.0091402,-1.1520864,0.0,-0.15231642
1128.0,11.0,7.3215107,0.0,5.4889206,-1.1954175,0.0,-0.20913288
1128.0,13.0,7.7209786,0.0,4.9335108,-1.0263606,0.0,-0.22345272
1128.0,16.0,9.7142449,0.0,5.8289033,-1.1601719,0.0,-0.043698894
1128.0,15.0,9.7537791,0.0,6.706671,-1.1623078,0.0,-0.17786406
1128.0,14.0,9.257325,0.0,7.3381419,-1.1242054,0.0,-0.12135492
1128.0,17.0,10.5401,0.0,7.4454875,-1.2153294,0.0,0.23322254
1128.0,20.0,12.27749,0.0,6.8600901,-1.2892886,0.0,0.61296026
1128.0,18.0,11.393307,0.0,6.4896575,-1.2802236,0.0,0.41780354
1134.0,12.0,6.4288714,0.0,5.9051721,-1.1180599,0.0,-0.26157879
1134.0,11.0,6.8819729,0.0,5.3821422,-1.1088306,0.0,-0.32119598
1134.0,13.0,7.2856202,0.0,4.8236455,-1.098198,0.0,-0.32886497
1134.0,16.0,9.2672167,0.0,5.8103281,-1.0829831,0.0,-0.25194307
1134.0,15.0,9.3066133,0.0,6.6536956,-1.1227812,0.0,-0.082932745
1134.0,14.0,8.8066026,0.0,7.3291522,-1.1340329,0.0,-0.022618403
1134.0,17.0,10.066144,0.0,7.4401705,-1.1907503,0.0,0.036186585
1134.0,20.0,11.645654,0.0,7.0950785,-1.4486681,0.0,0.58225107
1134.0,18.0,10.821014,0.0,6.6808038,-1.3516259,0.0,0.27812475
1140.0,12.0,5.978812,0.0,5.7998772,-1.1823238,0.0,-0.15631409
1140.0,11.0,6.4344462,0.0,5.2319639,-1.1726006,0.0,-0.21704332
1140.0,13.0,6.8424202,0.0,4.6704188,-1.1152322,0.0,-0.38556707
1140.0,16.0,8.8478585,0.0,5.6273488,-1.0450221,0.0,-0.25620586
1140.0,15.0,8.8555541,0.0,6.6403248,-1.137432,0.0,-0.084339043
1140.0,14.0,8.3500986,0.0,7.3200471,-0.92808823,0.0,0.1655315
1140.0,17.0,9.5875,0.0,7.4744368,-1.1538472,0.0,0.082604314
1140.0,20.0,11.118555,0.0,7.325891,-1.3819424,0.0,0.43801129
1140.0,18.0,10.312007,0.0,6.7121573,-1.275077,0.0,0.22788627
1146.0,12.0,5.4830124,0.0,5.7801208,-1.1369646,0.0,-0.10819429
1146.0,11.0,5.9438924,0.0,5.2085076,-1.1248219,0.0,-0.11650125
1146.0,13.0,6.3934344,0.0,4.5151918,-1.1267058,0.0,-0.33740189
1146.0,16.0,8.431199,0.0,5.6053634,-1.3122814,0.0,-0.043576456
1146.0,15.0,8.3966677,0.0,6.5862244,-1.1548107,0.0,-0.13614643
1146.0,14.0,8.064132,0.0,7.4615774,-0.94254701,0.0,0.11551653
1146.0,17.0,9.1430659,0.0,7.506254,-1.4151582,0.0,0.35370087
1146.0,20.0,10.5401,0.0,7.4454875,-1.5096625,0.0,0.25572681
1146.0,18.0,9.8009524,0.0,6.8631129,-1.1461439,0.0,0.1206756
1146.0,21.0,11.693678,0.0,5.341787,-1.3662742,0.0,-0.53270038
1152.0,12.0,5.0692403,0.0,5.7133218,-1.1015413,0.0,-0.2191804
1152.0,11.0,5.5345887,0.0,5.1387629,-1.0895582,0.0,-0.22689987
1152.0,13.0,5.9410556,0.0,4.4004973,-1.0848385,0.0,-0.34359192
1152.0,16.0,7.7980333,0.0,5.5924877,-1.2880531,0.0,-0.30555841
1152.0,15.0,7.9317056,0.0,6.5314077,-1.1673959,0.0,-0.086560831
1152.0,14.0,7.596061,0.0,7.4124604,-1.175164,0.0,-0.072289448
1152.0,17.0,8.4553734,0.0,7.7573975,-1.7426831,0.0,0.48143747
1152.0,20.0,9.9108255,0.0,7.5304724,-1.6978641,0.0,0.022478567
1152.0,18.0,9.3950914,0.0,6.8086977,-1.3311669,0.0,-0.16845628
1152.0,21.0,11.147168,0.0,5.1287069,-1.238992,0.0,-0.74140578
1158.0,12.0,4.6017793,0.0,5.6047765,-1.1656078,0.0,-0.11091999
1158.0,11.0,5.0722459,0.0,5.0269877,-1.0580426,0.0,-0.44694317
1158.0,13.0,5.5255636,0.0,4.2403183,-1.0483514,0.0,-0.45679325
1158.0,16.0,7.4007566,0.0,5.3609167,-1.0877986,0.0,-0.21300181
1158.0,15.0,7.462751,0.0,6.5169757,-1.1260167,0.0,-0.039344439
1158.0,14.0,7.1240008,0.0,7.4037458,-1.3604057,0.0,-0.16615195
1158.0,17.0,7.7489193,0.0,7.8914039,-1.5655554,0.0,0.37281559
